orderNumber,customerName,customerEmail,deliveryDate,totalAmount,currency,status,shippingAddress
SO-2024-0956,BlueWave Logistics,orders@bluewavelogistics.com,2024-06-25,16746.15,GBP,SHIPPED,"866 Maple Dr, Paris 75001, France"
SO-2024-0957,Zenith Electronics,orders@zenithelectronics.com,2024-03-05,36626.83,USD,DELIVERED,"337 Commerce Blvd, Tokyo 100-0001, Japan"
SO-2024-0958,Summit Healthcare,admin@summithealthcare.com,2025-06-02,58663.19,EUR,DELIVERED,"934 Tech Park Rd, Paris 75001, France"
SO-2024-0959,Delta Systems,orders@deltasystems.com,2024-10-13,82434.95,EUR,DELIVERED,"254 Maple Dr, Toronto, ON M5A 1A1, Canada"
SO-2024-0960,Maple Creek Farms,ops@maplecreekfarms.com,2025-02-26,38455.72,USD,SHIPPED,"216 Station Rd, Berlin 10115, Germany"
SO-2024-0961,Summit Healthcare,purchase@summithealthcare.com,2025-05-11,27353.64,EUR,DELIVERED,"364 Industrial Way, Miami, FL 33101, USA"
SO-2024-0962,CloudNine Services,info@cloudnineservices.com,2024-03-04,15435.91,SGD,DELIVERED,"252 Station Rd, Mumbai, Maharashtra 400001, India"
SO-2024-0963,PrimePath Consulting,ops@primepathconsulting.com,2025-02-11,67408.57,EUR,DELIVERED,"767 Innovation Dr, Bangalore, Karnataka 560001, India"
SO-2024-0964,Pacific Imports Co,ops@pacificimportsco.com,2024-07-06,41735.12,USD,SHIPPED,"769 King St, Singapore 048583, Singapore"
SO-2024-0965,PrimePath Consulting,supply@primepathconsulting.com,2024-08-14,23053.14,INR,DELIVERED,"765 Industrial Way, Berlin 10115, Germany"
SO-2024-0966,Eclipse Media,orders@eclipsemedia.com,,24346.13,EUR,CANCELLED,"186 Queen St, Delhi, Delhi 110001, India"
SO-2024-0967,Atlas Engineering,ops@atlasengineering.com,2025-03-04,75393.90,GBP,SHIPPED,"586 Enterprise Ln, Houston, TX 77001, USA"
SO-2024-0968,BlueWave Logistics,purchase@bluewavelogistics.com,2024-04-26,60867.02,EUR,DELIVERED,"905 Oak St, San Francisco, CA 94105, USA"
SO-2024-0969,Pinnacle Group,supply@pinnaclegroup.com,2025-01-21,30997.92,USD,SHIPPED,"506 King St, Toronto, ON M5A 1A1, Canada"
SO-2024-0970,Dynamo Sports,info@dynamosports.com,,79598.22,USD,CANCELLED,"393 River Rd, Seattle, WA 98101, USA"
SO-2024-0971,GreenLeaf Organics,supply@greenleaforganics.com,2024-11-12,42045.95,CAD,DELIVERED,"476 Station Rd, New York, NY 10001, USA"
SO-2024-0972,Vanguard Motors,procurement@vanguardmotors.com,2024-02-21,77450.36,EUR,SHIPPED,"400 High St, London EC1A 1BB, UK"
SO-2024-0973,Infoway Solutions,ops@infowaysolutions.com,2024-02-14,58201.41,USD,CONFIRMED,"604 Park Ave, Seattle, WA 98101, USA"
SO-2024-0974,Trident Pharma,purchase@tridentpharma.com,2025-06-13,75907.76,EUR,DELIVERED,"2 River Rd, Los Angeles, CA 90001, USA"
SO-2024-0975,Global Traders Ltd,orders@globaltradersltd.com,2024-07-23,9891.17,USD,SHIPPED,"796 Oak St, Toronto, ON M5A 1A1, Canada"
SO-2024-0976,Maple Creek Farms,info@maplecreekfarms.com,2025-05-10,76875.33,GBP,SHIPPED,"162 Park Ave, Dubai 00000, UAE"
SO-2024-0977,PrimePath Consulting,procurement@primepathconsulting.com,2025-01-27,6308.15,USD,PENDING,"364 Central Ave, Los Angeles, CA 90001, USA"
SO-2024-0978,WildTrail Outdoors,procurement@wildtrailoutdoors.com,2024-11-26,66763.53,USD,CONFIRMED,"792 Warehouse Rd, Munich 80331, Germany"
SO-2024-0979,Infoway Solutions,admin@infowaysolutions.com,2024-08-14,74114.86,USD,CONFIRMED,"930 Main St, Bangalore, Karnataka 560001, India"
SO-2024-0980,Lumen Lighting,ops@lumenlighting.com,2024-03-27,40173.67,GBP,SHIPPED,"803 High St, Miami, FL 33101, USA"
SO-2024-0981,PrimePath Consulting,admin@primepathconsulting.com,2025-03-01,45326.79,EUR,CONFIRMED,"958 King St, Mumbai, Maharashtra 400001, India"
SO-2024-0982,Beacon Software,procurement@beaconsoftware.com,2024-11-01,2447.95,SGD,SHIPPED,"104 Maple Dr, Chennai, Tamil Nadu 600001, India"
SO-2024-0983,Infoway Solutions,ops@infowaysolutions.com,2024-04-23,63430.20,USD,SHIPPED,"351 Enterprise Ln, Hyderabad, Telangana 500001, India"
SO-2024-0984,Nordic Supplies AB,info@nordicsuppliesab.com,2025-05-25,51515.62,USD,SHIPPED,"98 Station Rd, Seattle, WA 98101, USA"
SO-2024-0985,WildTrail Outdoors,procurement@wildtrailoutdoors.com,2024-12-30,36225.52,USD,SHIPPED,"359 Oak St, Austin, TX 73301, USA"
SO-2024-0986,PrimePath Consulting,sales@primepathconsulting.com,,90214.63,INR,CANCELLED,"65 Industrial Way, London EC1A 1BB, UK"
SO-2024-0987,Sunrise Retail,supply@sunriseretail.com,2024-09-21,99038.21,INR,CONFIRMED,"618 Harbor Blvd, Seattle, WA 98101, USA"
SO-2024-0988,GreenLeaf Organics,sales@greenleaforganics.com,2025-04-18,61971.99,JPY,PENDING,"886 River Rd, Sydney, NSW 2000, Australia"
SO-2024-0989,Horizon Textiles,sales@horizontextiles.com,,75500.39,GBP,CANCELLED,"208 Park Ave, Mumbai, Maharashtra 400001, India"
SO-2024-0990,WildTrail Outdoors,purchase@wildtrailoutdoors.com,2024-08-14,7935.39,INR,SHIPPED,"959 Market St, Chicago, IL 60601, USA"
SO-2024-0991,Phoenix Recycling,admin@phoenixrecycling.com,2024-09-26,51459.47,EUR,DELIVERED,"881 King St, Houston, TX 77001, USA"
SO-2024-0992,NovaStar Tech,admin@novastartech.com,,14591.81,USD,CANCELLED,"548 Market St, Seattle, WA 98101, USA"
SO-2024-0993,Sapphire Financial,ops@sapphirefinancial.com,2024-01-21,84395.32,USD,SHIPPED,"531 Commerce Blvd, Singapore 048583, Singapore"
SO-2024-0994,Sapphire Financial,admin@sapphirefinancial.com,2025-02-12,45535.63,SGD,CONFIRMED,"121 Market St, Austin, TX 73301, USA"
SO-2024-0995,Global Traders Ltd,procurement@globaltradersltd.com,,2205.95,CAD,CANCELLED,"662 High St, Houston, TX 77001, USA"
SO-2024-0996,Vertex Analytics,sales@vertexanalytics.com,,20411.96,USD,CANCELLED,"783 King St, San Francisco, CA 94105, USA"
SO-2024-0997,Pacific Imports Co,info@pacificimportsco.com,2024-02-23,30197.19,GBP,SHIPPED,"711 Warehouse Rd, Munich 80331, Germany"
SO-2024-0998,JetStream Aviation,info@jetstreamaviation.com,2025-01-17,65517.05,EUR,CONFIRMED,"956 Industrial Way, Singapore 048583, Singapore"
SO-2024-0999,Vanguard Motors,orders@vanguardmotors.com,2024-01-21,78805.58,SGD,PENDING,"318 River Rd, Manchester M1 1AA, UK"
SO-2024-1000,Zenith Electronics,supply@zenithelectronics.com,2024-08-14,52186.50,JPY,PENDING,"835 River Rd, Dubai 00000, UAE"
SO-2024-1001,Cascade Energy,admin@cascadeenergy.com,2024-05-20,24005.36,GBP,DELIVERED,"135 Harbor Blvd, Paris 75001, France"
SO-2024-1002,Sunrise Retail,procurement@sunriseretail.com,,82805.42,USD,CANCELLED,"516 Business Ave, Seattle, WA 98101, USA"
SO-2024-1003,Summit Healthcare,purchase@summithealthcare.com,2024-09-18,23330.24,JPY,PENDING,"293 Innovation Dr, Manchester M1 1AA, UK"
SO-2024-1004,Phoenix Recycling,orders@phoenixrecycling.com,,21322.64,INR,CANCELLED,"488 Enterprise Ln, Munich 80331, Germany"
SO-2024-1005,MegaTech Inc,purchase@megatechinc.com,2025-06-03,5804.69,USD,PENDING,"634 Central Ave, New York, NY 10001, USA"
SO-2024-1006,Ironclad Security,supply@ironcladsecurity.com,2025-03-23,38498.20,CAD,DELIVERED,"209 Central Ave, Tokyo 100-0001, Japan"
SO-2024-1007,Infoway Solutions,ops@infowaysolutions.com,2024-02-19,84183.65,CAD,SHIPPED,"271 Central Ave, Bangalore, Karnataka 560001, India"
SO-2024-1008,Omega Chemicals,orders@omegachemicals.com,,93565.95,USD,CANCELLED,"307 Warehouse Rd, London EC1A 1BB, UK"
SO-2024-1009,Omega Chemicals,purchase@omegachemicals.com,2024-07-11,26133.59,USD,CONFIRMED,"528 Park Ave, Denver, CO 80201, USA"
SO-2024-1010,Maple Creek Farms,orders@maplecreekfarms.com,2025-04-27,8141.79,USD,DELIVERED,"457 Oak St, New York, NY 10001, USA"
SO-2024-1011,Mosaic Designs,procurement@mosaicdesigns.com,2024-09-19,53421.48,EUR,SHIPPED,"913 Park Ave, Hyderabad, Telangana 500001, India"
SO-2024-1012,Trident Pharma,orders@tridentpharma.com,2024-03-16,68311.76,INR,CONFIRMED,"917 High St, London EC1A 1BB, UK"
SO-2024-1013,Ironclad Security,supply@ironcladsecurity.com,2024-01-22,83076.65,USD,DELIVERED,"336 Oak St, Paris 75001, France"
SO-2024-1014,TechStart India,ops@techstartindia.com,,40110.40,EUR,CANCELLED,"275 Oak St, Mumbai, Maharashtra 400001, India"
SO-2024-1015,Delta Systems,admin@deltasystems.com,,29065.16,USD,CANCELLED,"261 Queen St, Berlin 10115, Germany"
SO-2024-1016,Vertex Analytics,sales@vertexanalytics.com,2025-02-04,85746.91,USD,DELIVERED,"606 Tech Park Rd, Hyderabad, Telangana 500001, India"
SO-2024-1017,JetStream Aviation,info@jetstreamaviation.com,2024-06-19,71029.71,EUR,DELIVERED,"19 Market St, Sydney, NSW 2000, Australia"
SO-2024-1018,Infoway Solutions,admin@infowaysolutions.com,2025-05-16,73711.91,USD,PENDING,"530 High St, Boston, MA 02101, USA"
SO-2024-1019,WildTrail Outdoors,purchase@wildtrailoutdoors.com,2025-01-12,28138.35,USD,PENDING,"628 Main St, Singapore 048583, Singapore"
SO-2024-1020,Acme Corporation,purchase@acmecorporation.com,2024-02-29,25247.51,USD,PENDING,"78 Market St, Denver, CO 80201, USA"
SO-2024-1021,Keystone Construction,purchase@keystoneconstruction.com,2024-12-14,31572.25,JPY,SHIPPED,"996 Queen St, Miami, FL 33101, USA"
SO-2024-1022,Horizon Textiles,supply@horizontextiles.com,2025-06-08,22549.07,USD,SHIPPED,"325 Oak St, San Francisco, CA 94105, USA"
SO-2024-1023,BlueWave Logistics,supply@bluewavelogistics.com,2024-12-31,88109.83,AUD,CONFIRMED,"862 Station Rd, London EC1A 1BB, UK"
SO-2024-1024,Apex Innovations,orders@apexinnovations.com,2024-12-31,35181.16,GBP,DELIVERED,"222 Station Rd, Delhi, Delhi 110001, India"
SO-2024-1025,Eclipse Media,info@eclipsemedia.com,2025-03-04,39668.69,EUR,SHIPPED,"956 Market St, New York, NY 10001, USA"
SO-2024-1026,Pacific Imports Co,orders@pacificimportsco.com,2024-11-06,51055.87,USD,DELIVERED,"211 River Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1027,Sunrise Retail,purchase@sunriseretail.com,,43468.31,INR,CANCELLED,"49 Victoria Rd, Sydney, NSW 2000, Australia"
SO-2024-1028,Ironclad Security,supply@ironcladsecurity.com,2025-03-02,39892.48,INR,CONFIRMED,"117 Victoria Rd, Denver, CO 80201, USA"
SO-2024-1029,Sapphire Financial,sales@sapphirefinancial.com,2024-07-12,4591.31,USD,CONFIRMED,"552 Victoria Rd, Boston, MA 02101, USA"
SO-2024-1030,Maple Creek Farms,purchase@maplecreekfarms.com,2024-06-10,13998.23,AUD,DELIVERED,"101 Industrial Way, Houston, TX 77001, USA"
SO-2024-1031,Trident Pharma,info@tridentpharma.com,2024-11-03,77447.59,USD,DELIVERED,"292 Market St, Miami, FL 33101, USA"
SO-2024-1032,Evergreen Foods,supply@evergreenfoods.com,2025-02-19,20647.99,CAD,SHIPPED,"202 High St, Manchester M1 1AA, UK"
SO-2024-1033,GreenLeaf Organics,info@greenleaforganics.com,2025-04-29,69634.29,USD,SHIPPED,"388 Market St, San Francisco, CA 94105, USA"
SO-2024-1034,Infoway Solutions,sales@infowaysolutions.com,,59839.41,INR,CANCELLED,"290 Enterprise Ln, Chicago, IL 60601, USA"
SO-2024-1035,SilverLine Transport,purchase@silverlinetransport.com,2024-09-06,75229.74,JPY,CONFIRMED,"150 King St, Hyderabad, Telangana 500001, India"
SO-2024-1036,GreenLeaf Organics,purchase@greenleaforganics.com,2024-05-24,19647.28,INR,SHIPPED,"404 High St, Boston, MA 02101, USA"
SO-2024-1037,Orbit Digital,ops@orbitdigital.com,2025-01-07,25830.57,INR,CONFIRMED,"489 Station Rd, Berlin 10115, Germany"
SO-2024-1038,Lumen Lighting,supply@lumenlighting.com,2025-05-28,42547.23,CAD,DELIVERED,"356 Harbor Blvd, Chicago, IL 60601, USA"
SO-2024-1039,JetStream Aviation,info@jetstreamaviation.com,2025-03-09,95933.17,GBP,PENDING,"815 Main St, Austin, TX 73301, USA"
SO-2024-1040,BlueWave Logistics,ops@bluewavelogistics.com,2025-03-14,23882.69,INR,CONFIRMED,"833 Harbor Blvd, Bangalore, Karnataka 560001, India"
SO-2024-1041,Sapphire Financial,orders@sapphirefinancial.com,2025-06-22,37347.67,USD,DELIVERED,"52 Central Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-1042,GreenLeaf Organics,supply@greenleaforganics.com,2024-08-02,69692.47,EUR,CONFIRMED,"851 Harbor Blvd, Hyderabad, Telangana 500001, India"
SO-2024-1043,BrightPath Labs,procurement@brightpathlabs.com,2024-02-12,9288.37,AUD,PENDING,"137 Warehouse Rd, Bangalore, Karnataka 560001, India"
SO-2024-1044,Dynamo Sports,sales@dynamosports.com,2025-01-12,97676.42,USD,DELIVERED,"622 Business Ave, Singapore 048583, Singapore"
SO-2024-1045,PrimePath Consulting,sales@primepathconsulting.com,,37408.73,USD,CANCELLED,"736 High St, Toronto, ON M5A 1A1, Canada"
SO-2024-1046,WildTrail Outdoors,admin@wildtrailoutdoors.com,2025-02-22,48099.76,USD,CONFIRMED,"66 Central Ave, Denver, CO 80201, USA"
SO-2024-1047,WildTrail Outdoors,ops@wildtrailoutdoors.com,2024-06-05,17103.22,USD,CONFIRMED,"815 Park Ave, Singapore 048583, Singapore"
SO-2024-1048,Ivory Tower Publishing,admin@ivorytowerpublishing.com,2025-05-23,85399.27,USD,CONFIRMED,"810 Maple Dr, Manchester M1 1AA, UK"
SO-2024-1049,BlueWave Logistics,orders@bluewavelogistics.com,2025-06-08,57815.72,GBP,CONFIRMED,"805 Maple Dr, New York, NY 10001, USA"
SO-2024-1050,GreenLeaf Organics,orders@greenleaforganics.com,2024-04-24,95031.70,USD,SHIPPED,"912 Innovation Dr, Berlin 10115, Germany"
SO-2024-1051,Frontier Agriculture,supply@frontieragriculture.com,2024-03-28,23810.28,USD,SHIPPED,"662 Commerce Blvd, Paris 75001, France"
SO-2024-1052,Dynamo Sports,info@dynamosports.com,2025-04-25,27958.08,JPY,SHIPPED,"898 King St, London EC1A 1BB, UK"
SO-2024-1053,Delta Systems,sales@deltasystems.com,2024-08-23,47554.55,CAD,SHIPPED,"691 Industrial Way, Seattle, WA 98101, USA"
SO-2024-1054,Evergreen Foods,info@evergreenfoods.com,2025-03-26,37611.87,EUR,DELIVERED,"931 Tech Park Rd, Manchester M1 1AA, UK"
SO-2024-1055,Infoway Solutions,procurement@infowaysolutions.com,2025-01-14,889.44,INR,SHIPPED,"604 Market St, Mumbai, Maharashtra 400001, India"
SO-2024-1056,Quantum Retail,procurement@quantumretail.com,2025-06-13,82425.29,USD,PENDING,"302 Innovation Dr, Toronto, ON M5A 1A1, Canada"
SO-2024-1057,Vertex Analytics,info@vertexanalytics.com,,41856.75,INR,CANCELLED,"928 River Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-1058,JetStream Aviation,purchase@jetstreamaviation.com,2025-04-29,24704.68,USD,DELIVERED,"361 Harbor Blvd, Berlin 10115, Germany"
SO-2024-1059,Mosaic Designs,supply@mosaicdesigns.com,2025-04-22,51981.03,GBP,CONFIRMED,"191 Harbor Blvd, Bangalore, Karnataka 560001, India"
SO-2024-1060,Mosaic Designs,admin@mosaicdesigns.com,,60591.10,USD,CANCELLED,"396 Enterprise Ln, Bangalore, Karnataka 560001, India"
SO-2024-1061,Trident Pharma,info@tridentpharma.com,2024-05-15,86135.54,USD,DELIVERED,"152 High St, Chicago, IL 60601, USA"
SO-2024-1062,Frontier Agriculture,procurement@frontieragriculture.com,2024-05-24,60179.59,USD,DELIVERED,"101 Innovation Dr, Houston, TX 77001, USA"
SO-2024-1063,Trident Pharma,ops@tridentpharma.com,,31547.33,INR,CANCELLED,"833 Maple Dr, Miami, FL 33101, USA"
SO-2024-1064,Lumen Lighting,purchase@lumenlighting.com,2024-12-23,93942.93,EUR,PENDING,"852 River Rd, Manchester M1 1AA, UK"
SO-2024-1065,Quantum Retail,admin@quantumretail.com,2024-09-24,17395.38,INR,PENDING,"677 Victoria Rd, Manchester M1 1AA, UK"
SO-2024-1066,Sunrise Retail,procurement@sunriseretail.com,2024-06-23,65674.69,EUR,DELIVERED,"499 Tech Park Rd, San Francisco, CA 94105, USA"
SO-2024-1067,CoreBridge Solutions,orders@corebridgesolutions.com,2025-05-17,38141.27,GBP,SHIPPED,"77 Market St, Munich 80331, Germany"
SO-2024-1068,ClearView Optics,admin@clearviewoptics.com,2025-05-22,52959.82,USD,PENDING,"289 Tech Park Rd, Delhi, Delhi 110001, India"
SO-2024-1069,Lumen Lighting,orders@lumenlighting.com,2024-08-25,80741.47,INR,DELIVERED,"375 Industrial Way, Houston, TX 77001, USA"
SO-2024-1070,CoreBridge Solutions,purchase@corebridgesolutions.com,2025-06-26,868.01,SGD,CONFIRMED,"742 King St, Dubai 00000, UAE"
SO-2024-1071,Pinnacle Group,orders@pinnaclegroup.com,2024-12-29,26378.01,USD,DELIVERED,"19 Queen St, Austin, TX 73301, USA"
SO-2024-1072,Mosaic Designs,info@mosaicdesigns.com,,15771.13,INR,CANCELLED,"709 Oak St, Chicago, IL 60601, USA"
SO-2024-1073,NovaStar Tech,info@novastartech.com,2025-02-05,50377.96,USD,SHIPPED,"418 Tech Park Rd, San Francisco, CA 94105, USA"
SO-2024-1074,Delta Systems,info@deltasystems.com,2025-03-09,63577.49,USD,CONFIRMED,"13 Tech Park Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1075,Mosaic Designs,purchase@mosaicdesigns.com,2025-01-06,15813.90,EUR,SHIPPED,"760 King St, Delhi, Delhi 110001, India"
SO-2024-1076,Dynamo Sports,orders@dynamosports.com,2024-11-16,45317.85,EUR,DELIVERED,"664 Park Ave, Austin, TX 73301, USA"
SO-2024-1077,GreenLeaf Organics,purchase@greenleaforganics.com,2024-05-10,5640.25,EUR,PENDING,"887 Industrial Way, Sydney, NSW 2000, Australia"
SO-2024-1078,Horizon Textiles,ops@horizontextiles.com,2025-04-16,48529.04,EUR,PENDING,"595 Park Ave, Chicago, IL 60601, USA"
SO-2024-1079,Horizon Textiles,admin@horizontextiles.com,2024-05-28,97425.72,USD,DELIVERED,"548 Tech Park Rd, Berlin 10115, Germany"
SO-2024-1080,Harbor Marine,supply@harbormarine.com,2024-03-15,80562.76,USD,DELIVERED,"4 Station Rd, Tokyo 100-0001, Japan"
SO-2024-1081,Sapphire Financial,procurement@sapphirefinancial.com,2024-04-17,1213.18,USD,CONFIRMED,"592 Commerce Blvd, Denver, CO 80201, USA"
SO-2024-1082,PrimePath Consulting,info@primepathconsulting.com,2024-10-06,95381.83,USD,CONFIRMED,"641 Business Ave, Singapore 048583, Singapore"
SO-2024-1083,WildTrail Outdoors,supply@wildtrailoutdoors.com,2024-11-08,3057.70,USD,SHIPPED,"807 Market St, Toronto, ON M5A 1A1, Canada"
SO-2024-1084,Eclipse Media,purchase@eclipsemedia.com,2024-04-10,28820.34,AUD,DELIVERED,"651 Enterprise Ln, Chennai, Tamil Nadu 600001, India"
SO-2024-1085,RedOak Industries,procurement@redoakindustries.com,2024-08-19,65204.67,USD,CONFIRMED,"957 Industrial Way, Toronto, ON M5A 1A1, Canada"
SO-2024-1086,Horizon Textiles,procurement@horizontextiles.com,2024-06-01,72687.80,EUR,SHIPPED,"231 Harbor Blvd, Delhi, Delhi 110001, India"
SO-2024-1087,Omega Chemicals,orders@omegachemicals.com,2024-12-04,37520.99,USD,DELIVERED,"314 Business Ave, Miami, FL 33101, USA"
SO-2024-1088,Pinnacle Group,purchase@pinnaclegroup.com,2025-03-25,63366.14,USD,DELIVERED,"856 Commerce Blvd, Singapore 048583, Singapore"
SO-2024-1089,Evergreen Foods,supply@evergreenfoods.com,2024-08-16,57080.31,GBP,CONFIRMED,"630 Harbor Blvd, Delhi, Delhi 110001, India"
SO-2024-1090,Harbor Marine,orders@harbormarine.com,2025-04-19,16895.66,SGD,DELIVERED,"682 King St, Toronto, ON M5A 1A1, Canada"
SO-2024-1091,Delta Systems,orders@deltasystems.com,2024-02-10,92464.79,SGD,DELIVERED,"343 High St, Hyderabad, Telangana 500001, India"
SO-2024-1092,Zenith Electronics,info@zenithelectronics.com,,48852.15,EUR,CANCELLED,"870 Warehouse Rd, New York, NY 10001, USA"
SO-2024-1093,ClearView Optics,orders@clearviewoptics.com,2025-01-26,34711.24,CAD,DELIVERED,"207 Central Ave, Seattle, WA 98101, USA"
SO-2024-1094,JetStream Aviation,purchase@jetstreamaviation.com,2024-11-21,66851.74,AUD,SHIPPED,"109 High St, Houston, TX 77001, USA"
SO-2024-1095,PrimePath Consulting,supply@primepathconsulting.com,2024-05-07,2050.21,CAD,CONFIRMED,"599 Main St, Singapore 048583, Singapore"
SO-2024-1096,Pacific Imports Co,procurement@pacificimportsco.com,2025-01-07,6281.72,USD,DELIVERED,"459 High St, Los Angeles, CA 90001, USA"
SO-2024-1097,GreenLeaf Organics,supply@greenleaforganics.com,2024-03-21,73455.12,CAD,CONFIRMED,"689 Market St, Denver, CO 80201, USA"
SO-2024-1098,Ironclad Security,purchase@ironcladsecurity.com,2025-02-17,58221.38,JPY,CONFIRMED,"383 Victoria Rd, Houston, TX 77001, USA"
SO-2024-1099,Summit Healthcare,supply@summithealthcare.com,2025-06-17,35047.80,USD,CONFIRMED,"56 Station Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1100,Beacon Software,purchase@beaconsoftware.com,2025-06-23,77040.15,USD,DELIVERED,"21 High St, Boston, MA 02101, USA"
SO-2024-1101,SilverLine Transport,info@silverlinetransport.com,2024-05-05,80939.70,EUR,PENDING,"413 Commerce Blvd, Manchester M1 1AA, UK"
SO-2024-1102,Vanguard Motors,orders@vanguardmotors.com,2024-03-10,46901.38,GBP,SHIPPED,"557 Main St, San Francisco, CA 94105, USA"
SO-2024-1103,Cascade Energy,info@cascadeenergy.com,2024-12-01,62163.46,GBP,SHIPPED,"29 Warehouse Rd, New York, NY 10001, USA"
SO-2024-1104,ClearView Optics,purchase@clearviewoptics.com,2024-11-01,72347.37,AUD,DELIVERED,"863 Central Ave, Chicago, IL 60601, USA"
SO-2024-1105,Vanguard Motors,purchase@vanguardmotors.com,2025-01-25,95941.54,USD,DELIVERED,"875 Industrial Way, Denver, CO 80201, USA"
SO-2024-1106,Orbit Digital,info@orbitdigital.com,2024-12-30,33193.25,SGD,SHIPPED,"787 Maple Dr, Seattle, WA 98101, USA"
SO-2024-1107,Lumen Lighting,admin@lumenlighting.com,2025-03-18,73332.32,USD,CONFIRMED,"304 Innovation Dr, Chicago, IL 60601, USA"
SO-2024-1108,Ivory Tower Publishing,info@ivorytowerpublishing.com,2024-03-23,79306.52,USD,DELIVERED,"70 Main St, Seattle, WA 98101, USA"
SO-2024-1109,Omega Chemicals,orders@omegachemicals.com,2024-07-16,38785.20,GBP,SHIPPED,"183 Warehouse Rd, Tokyo 100-0001, Japan"
SO-2024-1110,PrimePath Consulting,admin@primepathconsulting.com,2024-08-10,48888.19,JPY,DELIVERED,"263 Queen St, Mumbai, Maharashtra 400001, India"
SO-2024-1111,Phoenix Recycling,ops@phoenixrecycling.com,2024-10-01,93776.78,USD,PENDING,"10 Harbor Blvd, Miami, FL 33101, USA"
SO-2024-1112,Pinnacle Group,procurement@pinnaclegroup.com,2024-03-06,886.19,USD,SHIPPED,"205 Enterprise Ln, Berlin 10115, Germany"
SO-2024-1113,MegaTech Inc,procurement@megatechinc.com,2024-09-06,67030.65,USD,PENDING,"437 Station Rd, Austin, TX 73301, USA"
SO-2024-1114,Global Traders Ltd,orders@globaltradersltd.com,2024-03-20,30188.30,USD,DELIVERED,"564 Maple Dr, New York, NY 10001, USA"
SO-2024-1115,CloudNine Services,orders@cloudnineservices.com,2025-04-11,34195.54,USD,PENDING,"209 Enterprise Ln, Sydney, NSW 2000, Australia"
SO-2024-1116,Beacon Software,ops@beaconsoftware.com,2024-11-23,71972.49,EUR,DELIVERED,"500 Tech Park Rd, Chicago, IL 60601, USA"
SO-2024-1117,Maple Creek Farms,orders@maplecreekfarms.com,2025-05-19,62794.39,USD,DELIVERED,"260 Commerce Blvd, New York, NY 10001, USA"
SO-2024-1118,Acme Corporation,procurement@acmecorporation.com,2024-02-12,64434.07,USD,DELIVERED,"295 Industrial Way, Berlin 10115, Germany"
SO-2024-1119,Ironclad Security,info@ironcladsecurity.com,2024-05-19,57628.28,USD,SHIPPED,"381 King St, Toronto, ON M5A 1A1, Canada"
SO-2024-1120,Delta Systems,sales@deltasystems.com,2024-06-07,31632.10,USD,PENDING,"344 Central Ave, New York, NY 10001, USA"
SO-2024-1121,GreenLeaf Organics,sales@greenleaforganics.com,2024-12-18,25279.69,INR,SHIPPED,"919 Harbor Blvd, Hyderabad, Telangana 500001, India"
SO-2024-1122,CoreBridge Solutions,orders@corebridgesolutions.com,,13627.78,USD,CANCELLED,"618 River Rd, New York, NY 10001, USA"
SO-2024-1123,Eclipse Media,info@eclipsemedia.com,2024-05-01,15278.21,USD,PENDING,"847 Victoria Rd, Seattle, WA 98101, USA"
SO-2024-1124,TechStart India,orders@techstartindia.com,2024-08-11,78514.56,EUR,PENDING,"128 King St, Hyderabad, Telangana 500001, India"
SO-2024-1125,Summit Healthcare,ops@summithealthcare.com,2024-04-28,3186.81,USD,PENDING,"318 Innovation Dr, Munich 80331, Germany"
SO-2024-1126,Ironclad Security,ops@ironcladsecurity.com,,33131.84,JPY,CANCELLED,"452 Main St, Boston, MA 02101, USA"
SO-2024-1127,Phoenix Recycling,orders@phoenixrecycling.com,,51483.82,USD,CANCELLED,"864 River Rd, New York, NY 10001, USA"
SO-2024-1128,Maple Creek Farms,orders@maplecreekfarms.com,2024-08-07,65159.63,USD,DELIVERED,"979 Central Ave, Toronto, ON M5A 1A1, Canada"
SO-2024-1129,Omega Chemicals,ops@omegachemicals.com,2025-03-12,69167.99,USD,SHIPPED,"43 Station Rd, Bangalore, Karnataka 560001, India"
SO-2024-1130,Sapphire Financial,supply@sapphirefinancial.com,,13246.08,USD,CANCELLED,"405 Main St, Chicago, IL 60601, USA"
SO-2024-1131,Nordic Supplies AB,purchase@nordicsuppliesab.com,,79483.69,JPY,CANCELLED,"16 King St, Austin, TX 73301, USA"
SO-2024-1132,Ivory Tower Publishing,sales@ivorytowerpublishing.com,2024-12-30,75996.55,INR,CONFIRMED,"239 Market St, Denver, CO 80201, USA"
SO-2024-1133,Delta Systems,admin@deltasystems.com,2024-05-02,94427.31,EUR,CONFIRMED,"936 Oak St, Chennai, Tamil Nadu 600001, India"
SO-2024-1134,Mosaic Designs,supply@mosaicdesigns.com,2024-03-29,45682.33,CAD,CONFIRMED,"394 Tech Park Rd, Los Angeles, CA 90001, USA"
SO-2024-1135,Keystone Construction,purchase@keystoneconstruction.com,,27137.41,INR,CANCELLED,"887 Queen St, Denver, CO 80201, USA"
